[None, array([90., 80., 70.], dtype=float32), array([0.00316052, 0.00316006, 0.00315938], dtype=float32), 0.0, array(85., dtype=float32), 85.0]
[None, array([90., 80., 70.], dtype=float32), array([ 0.88083535,  0.44312721, -1.2634345 ], dtype=float32), array([0.50168115, 0.42190367, 0.07641519], dtype=float32), 84.252655, array(85., dtype=float32), 0.747345]
[None, array([90., 80., 70.], dtype=float32), array([ 0.9629867 ,  0.34293604, -1.3148264 ], dtype=float32), array([0.54530627, 0.3823645 , 0.07232922], dtype=float32), 84.72977, array(85., dtype=float32), 0.27023315]
[None, array([90., 80., 70.], dtype=float32), array([ 0.78465354,  0.50878847, -1.1221482 ], dtype=float32), array([0.5883787 , 0.34365746, 0.06796385], dtype=float32), 85.204155, array(85., dtype=float32), 0.20415497]
[None, array([90., 80., 70.], dtype=float32), array([ 0.96735114,  0.34483254, -1.3278557 ], dtype=float32), array([0.5464824 , 0.38258597, 0.07093166], dtype=float32), 84.75551, array(85., dtype=float32), 0.24449158]
[None, array([90., 80., 70.], dtype=float32), array([ 0.7897507,  0.5120746, -1.1397171], dtype=float32), array([0.58962506, 0.34357962, 0.06679536], dtype=float32), 85.2283, array(85., dtype=float32), 0.228302]
[None, array([90., 80., 70.], dtype=float32), array([ 0.9718363,  0.346614 , -1.3411958], dtype=float32), array([0.54771   , 0.38263446, 0.06965556], dtype=float32), 84.78055, array(85., dtype=float32), 0.2194519]
[None, array([90., 80., 70.], dtype=float32), array([ 0.79473907,  0.5147411 , -1.1558716 ], dtype=float32), array([0.5909054 , 0.34342375, 0.06567081], dtype=float32), 85.25234, array(85., dtype=float32), 0.25234222]
[None, array([90., 80., 70.], dtype=float32), array([ 0.97643745,  0.3482425 , -1.3547359 ], dtype=float32), array([0.5489999 , 0.38254368, 0.06845641], dtype=float32), 84.805435, array(85., dtype=float32), 0.19456482]
[None, array([90., 80., 70.], dtype=float32), array([ 0.7997018,  0.5169266, -1.1712053], dtype=float32), array([0.5922324 , 0.34318984, 0.06457783], dtype=float32), 85.27655, array(85., dtype=float32), 0.2765503]
[None, array([90., 80., 70.], dtype=float32), array([ 0.9811535,  0.3496893, -1.3684258], dtype=float32), array([0.5503574 , 0.38233382, 0.06730877], dtype=float32), 84.83048, array(85., dtype=float32), 0.16951752]
[None, array([90., 80., 70.], dtype=float32), array([ 0.80469173,  0.51871836, -1.1860642 ], dtype=float32), array([0.59361464, 0.3428767 , 0.06350873], dtype=float32), 85.30106, array(85., dtype=float32), 0.30106354]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8871743 ,  0.41823322, -1.2381818 ], dtype=float32), array([0.5074146 , 0.41367343, 0.07891203], dtype=float32), 84.28503, array(85., dtype=float32), 0.71497345]
[None, array([90., 80., 70.], dtype=float32), array([ 0.96910703,  0.31806862, -1.2900978 ], dtype=float32), array([0.55099237, 0.37447372, 0.07453384], dtype=float32), 84.76458, array(85., dtype=float32), 0.23542023]
[None, array([90., 80., 70.], dtype=float32), array([ 0.79069453,  0.48317766, -1.0966523 ], dtype=float32), array([0.59385043, 0.33623716, 0.06991243], dtype=float32), 85.23938, array(85., dtype=float32), 0.23937988]
[None, array([90., 80., 70.], dtype=float32), array([ 0.97388065,  0.31968635, -1.3032914 ], dtype=float32), array([0.55235523, 0.37459975, 0.07304502], dtype=float32), 84.7931, array(85., dtype=float32), 0.20690155]
[None, array([90., 80., 70.], dtype=float32), array([ 0.7962742 ,  0.48635614, -1.1147889 ], dtype=float32), array([0.5952853 , 0.33603573, 0.06867896], dtype=float32), 85.26606, array(85., dtype=float32), 0.26605988]
[None, array([90., 80., 70.], dtype=float32), array([ 0.9787877,  0.3211794, -1.316829 ], dtype=float32), array([0.5537734 , 0.3745338 , 0.07169282], dtype=float32), 84.8208, array(85., dtype=float32), 0.17919922]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8017341 ,  0.48884368, -1.131378  ], dtype=float32), array([0.59675676, 0.33574948, 0.0674937 ], dtype=float32), 85.292625, array(85., dtype=float32), 0.29262543]
[None, array([90., 80., 70.], dtype=float32), array([ 0.9838244 ,  0.32250732, -1.3305854 ], dtype=float32), array([0.55526   , 0.3743138 , 0.07042614], dtype=float32), 84.848335, array(85., dtype=float32), 0.15166473]
[None, array([90., 80., 70.], dtype=float32), array([ 0.80716807,  0.49079645, -1.1470755 ], dtype=float32), array([0.59827894, 0.33537847, 0.06634256], dtype=float32), 85.31937, array(85., dtype=float32), 0.31936646]
[None, array([90., 80., 70.], dtype=float32), array([ 0.9889903 ,  0.32363802, -1.3445054 ], dtype=float32), array([0.5568215 , 0.3739624 , 0.06921607], dtype=float32), 84.87605, array(85., dtype=float32), 0.12394714]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8126346,  0.492312 , -1.1622605], dtype=float32), array([0.59986174, 0.3349213 , 0.065217  ], dtype=float32), 85.34646, array(85., dtype=float32), 0.34645844]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8949865 ,  0.39144737, -1.2147107 ], dtype=float32), array([0.5138799 , 0.4048963 , 0.08122385], dtype=float32), 84.32657, array(85., dtype=float32), 0.6734314]
[None, array([90., 80., 70.], dtype=float32), array([ 0.97662634,  0.29111284, -1.2668772 ], dtype=float32), array([0.5574177 , 0.3659813 , 0.07660096], dtype=float32), 84.80817, array(85., dtype=float32), 0.1918335]
[None, array([90., 80., 70.], dtype=float32), array([ 0.79830396,  0.4557458 , -1.0737216 ], dtype=float32), array([0.60004056, 0.32820523, 0.07175418], dtype=float32), 85.28287, array(85., dtype=float32), 0.28286743]
[None, array([90., 80., 70.], dtype=float32), array([ 0.9818686 ,  0.29240328, -1.2803304 ], dtype=float32), array([0.5589923 , 0.36596602, 0.07504169], dtype=float32), 84.83951, array(85., dtype=float32), 0.16049194]
[None, array([90., 80., 70.], dtype=float32), array([ 0.80437726,  0.4586622 , -1.092118  ], dtype=float32), array([0.6016846 , 0.32785642, 0.07045898], dtype=float32), 85.312256, array(85., dtype=float32), 0.31225586]
[None, array([90., 80., 70.], dtype=float32), array([ 0.987257  ,  0.29355067, -1.2941306 ], dtype=float32), array([0.56062907, 0.36574706, 0.07362381], dtype=float32), 84.87005, array(85., dtype=float32), 0.12995148]
[None, array([90., 80., 70.], dtype=float32), array([ 0.81033945,  0.46084428, -1.108975  ], dtype=float32), array([0.6033706, 0.3274159, 0.0692135], dtype=float32), 85.341576, array(85., dtype=float32), 0.34157562]
[None, array([90., 80., 70.], dtype=float32), array([ 0.9927895 ,  0.29451305, -1.3081558 ], dtype=float32), array([0.56234235, 0.36536336, 0.07229431], dtype=float32), 84.900475, array(85., dtype=float32), 0.09952545]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8162872 ,  0.46245348, -1.1249497 ], dtype=float32), array([0.60511345, 0.32688344, 0.06800307], dtype=float32), 85.3711, array(85., dtype=float32), 0.37110138]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8983921 ,  0.36129618, -1.1779242 ], dtype=float32), array([0.5193146 , 0.39571273, 0.08497269], dtype=float32), 84.34342, array(85., dtype=float32), 0.65657806]
[None, array([90., 80., 70.], dtype=float32), array([ 0.97964054,  0.26078176, -1.2304895 ], dtype=float32), array([0.5627307 , 0.3572664 , 0.08000287], dtype=float32), 84.827286, array(85., dtype=float32), 0.17271423]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8011625 ,  0.42466894, -1.0369853 ], dtype=float32), array([0.6050803 , 0.32008094, 0.07483871], dtype=float32), 85.302414, array(85., dtype=float32), 0.30241394]
[None, array([90., 80., 70.], dtype=float32), array([ 0.9852523 ,  0.26196414, -1.244083  ], dtype=float32), array([0.5644563 , 0.35721067, 0.07833301], dtype=float32), 84.86124, array(85., dtype=float32), 0.13876343]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8076773 ,  0.42764232, -1.0557497 ], dtype=float32), array([0.6068755 , 0.3196658 , 0.07345871], dtype=float32), 85.33417, array(85., dtype=float32), 0.33416748]
[None, array([90., 80., 70.], dtype=float32), array([ 0.99102104,  0.26299304, -1.2580428 ], dtype=float32), array([0.56624633, 0.35693482, 0.07681879], dtype=float32), 84.89427, array(85., dtype=float32), 0.10572815]
[None, array([90., 80., 70.], dtype=float32), array([ 0.81406844,  0.42981255, -1.0729003 ], dtype=float32), array([0.60871404, 0.3191534 , 0.07213255], dtype=float32), 85.365814, array(85., dtype=float32), 0.3658142]
[None, array([90., 80., 70.], dtype=float32), array([ 0.9969452 ,  0.26382416, -1.272239  ], dtype=float32), array([0.5681175 , 0.35648122, 0.07540125], dtype=float32), 84.927155, array(85., dtype=float32), 0.07284546]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8204422 ,  0.43135744, -1.0891302 ], dtype=float32), array([0.6106123 , 0.31854355, 0.07084418], dtype=float32), 85.39768, array(85., dtype=float32), 0.3976822]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0030247,  0.2644202, -1.2866166], dtype=float32), array([0.5700774 , 0.35587543, 0.07404719], dtype=float32), 84.96031, array(85., dtype=float32), 0.03968811]
[None, array([90., 80., 70.], dtype=float32), array([ 0.826865 ,  0.4323889, -1.104839 ], dtype=float32), array([0.6125817 , 0.31783456, 0.06958377], dtype=float32), 85.42998, array(85., dtype=float32), 0.42997742]
[None, array([90., 80., 70.], dtype=float32), array([ 0.90879047,  0.33060676, -1.1579318 ], dtype=float32), array([0.5271268 , 0.38581735, 0.0870559 ], dtype=float32), 84.4007, array(85., dtype=float32), 0.59929657]
[None, array([90., 80., 70.], dtype=float32), array([ 0.9896828 ,  0.22979309, -1.2105813 ], dtype=float32), array([0.57048404, 0.3476578 , 0.0818582 ], dtype=float32), 84.88626, array(85., dtype=float32), 0.11373901]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8114648,  0.3933949, -1.0181311], dtype=float32), array([0.61253667, 0.3109841 , 0.07647914], dtype=float32), 85.360565, array(85., dtype=float32), 0.3605652]
[None, array([90., 80., 70.], dtype=float32), array([ 0.9958617,  0.2305366, -1.2245375], dtype=float32), array([0.5724688 , 0.3474017 , 0.08012947], dtype=float32), 84.92339, array(85., dtype=float32), 0.07660675]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8185393,  0.3959092, -1.0369825], dtype=float32), array([0.61458147, 0.31038356, 0.07503495], dtype=float32), 85.39547, array(85., dtype=float32), 0.39546967]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0022137 ,  0.23109968, -1.238843  ], dtype=float32), array([0.57452804, 0.34691924, 0.07855275], dtype=float32), 84.959755, array(85., dtype=float32), 0.040245056]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8255143,  0.3975947, -1.0543278], dtype=float32), array([0.61667764, 0.30967838, 0.07364395], dtype=float32), 85.43033, array(85., dtype=float32), 0.43032837]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0087368,  0.2314355, -1.2533842], dtype=float32), array([0.5766778 , 0.34625128, 0.07707093], dtype=float32), 84.99607, array(85., dtype=float32), 0.003929138]
[None, array([90., 80., 70.], dtype=float32), array([ 0.83249396,  0.39862663, -1.0708188 ], dtype=float32), array([0.6188416 , 0.30886802, 0.07229038], dtype=float32), 85.46551, array(85., dtype=float32), 0.4655075]
[None, array([90., 80., 70.], dtype=float32), array([ 0.91417307,  0.29654676, -1.1244578 ], dtype=float32), array([0.53367096, 0.37557173, 0.0907573 ], dtype=float32), 84.42914, array(85., dtype=float32), 0.5708618]
[None, array([90., 80., 70.], dtype=float32), array([ 0.9946533 ,  0.19559176, -1.1775161 ], dtype=float32), array([0.57686806, 0.3379552 , 0.08517679], dtype=float32), 84.916916, array(85., dtype=float32), 0.08308411]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8163409 ,  0.35841143, -0.9848569 ], dtype=float32), array([0.6185804 , 0.30196378, 0.0794558 ], dtype=float32), 85.39124, array(85., dtype=float32), 0.39124298]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0012811 ,  0.19612965, -1.1916696 ], dtype=float32), array([0.5790448 , 0.33762568, 0.08332946], dtype=float32), 84.957146, array(85., dtype=float32), 0.04285431]
[None, array([90., 80., 70.], dtype=float32), array([ 0.82393724,  0.36088145, -1.0041003 ], dtype=float32), array([0.62081254, 0.30126926, 0.07791822], dtype=float32), 85.42895, array(85., dtype=float32), 0.42894745]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0080935 ,  0.19647105, -1.2061893 ], dtype=float32), array([0.5812985 , 0.3370537 , 0.08164788], dtype=float32), 84.99651, array(85., dtype=float32), 0.0034866333]
[None, array([90., 80., 70.], dtype=float32), array([ 0.83142346,  0.36244953, -1.0217764 ], dtype=float32), array([0.62309784, 0.3004643 , 0.07643792], dtype=float32), 85.466606, array(85., dtype=float32), 0.46660614]
[None, array([90., 80., 70.], dtype=float32), array([ 0.75409925,  0.46993262, -0.9826655 ], dtype=float32), array([0.5836477 , 0.33628303, 0.08006926], dtype=float32), 85.03579, array(85., dtype=float32), 0.03578949]
[None, array([90., 80., 70.], dtype=float32), array([ 0.938511  ,  0.30444977, -1.1833699 ], dtype=float32), array([0.5409128 , 0.37578478, 0.08330239], dtype=float32), 84.5761, array(85., dtype=float32), 0.4238968]
[None, array([90., 80., 70.], dtype=float32), array([ 0.7589208 ,  0.47437984, -0.9978965 ], dtype=float32), array([0.584336  , 0.33690348, 0.07876053], dtype=float32), 85.05575, array(85., dtype=float32), 0.055747986]
[None, array([90., 80., 70.], dtype=float32), array([ 0.94228077,  0.3086881 , -1.196197  ], dtype=float32), array([0.5417997 , 0.37629092, 0.08190943], dtype=float32), 84.59891, array(85., dtype=float32), 0.40109253]
[None, array([90., 80., 70.], dtype=float32), array([ 0.7635423 ,  0.47849566, -1.0123911 ], dtype=float32), array([0.58509725, 0.33741465, 0.07748805], dtype=float32), 85.07609, array(85., dtype=float32), 0.07608795]
[None, array([90., 80., 70.], dtype=float32), array([ 0.9462174 ,  0.31260192, -1.2091757 ], dtype=float32), array([0.5427045 , 0.37672138, 0.08057414], dtype=float32), 84.62131, array(85., dtype=float32), 0.37869263]
[None, array([90., 80., 70.], dtype=float32), array([ 0.76806533,  0.48232254, -1.0264537 ], dtype=float32), array([0.585926  , 0.3378301 , 0.07624394], dtype=float32), 85.096825, array(85., dtype=float32), 0.096824646]
[None, array([90., 80., 70.], dtype=float32), array([ 0.9502896 ,  0.31622383, -1.2222751 ], dtype=float32), array([0.54364204, 0.3770775 , 0.07928053], dtype=float32), 84.643616, array(85., dtype=float32), 0.35638428]
[None, array([90., 80., 70.], dtype=float32), array([ 0.772554  ,  0.48588356, -1.0402707 ], dtype=float32), array([0.586819 , 0.3381579, 0.0750232], dtype=float32), 85.117966, array(85., dtype=float32), 0.1179657]
[None, array([90., 80., 70.], dtype=float32), array([ 0.95447856,  0.31957406, -1.2354786 ], dtype=float32), array([0.54462224, 0.37735894, 0.07801878], dtype=float32), 84.66603, array(85., dtype=float32), 0.33396912]
[None, array([90., 80., 70.], dtype=float32), array([ 0.777051  ,  0.48919165, -1.053959  ], dtype=float32), array([0.5877749 , 0.3384027 , 0.07382247], dtype=float32), 85.13953, array(85., dtype=float32), 0.13952637]
[None, array([90., 80., 70.], dtype=float32), array([ 0.9587733 ,  0.32266444, -1.2487776 ], dtype=float32), array([0.54565245, 0.37756494, 0.07678261], dtype=float32), 84.6887, array(85., dtype=float32), 0.31130219]
[None, array([90., 80., 70.], dtype=float32), array([ 0.78158456,  0.49225283, -1.0675938 ], dtype=float32), array([0.5887934 , 0.33856702, 0.07263958], dtype=float32), 85.16154, array(85., dtype=float32), 0.16153717]
[None, array([90., 80., 70.], dtype=float32), array([ 0.9631687 ,  0.32550257, -1.2621672 ], dtype=float32), array([0.54673797, 0.377694  , 0.07556803], dtype=float32), 84.7117, array(85., dtype=float32), 0.28829956]
[None, array([90., 80., 70.], dtype=float32), array([ 0.7861749,  0.4950698, -1.0812238], dtype=float32), array([0.589875  , 0.338652  , 0.07147299], dtype=float32), 85.18402, array(85., dtype=float32), 0.184021]
[None, array([90., 80., 70.], dtype=float32), array([ 0.9676639 ,  0.32809365, -1.275645  ], dtype=float32), array([0.547883  , 0.3777448 , 0.07437222], dtype=float32), 84.73511, array(85., dtype=float32), 0.26489258]
[None, array([90., 80., 70.], dtype=float32), array([ 0.79083776,  0.49764457, -1.0948815 ], dtype=float32), array([0.5910205 , 0.33865795, 0.07032146], dtype=float32), 85.206985, array(85., dtype=float32), 0.20698547]
[None, array([90., 80., 70.], dtype=float32), array([ 0.97225964,  0.33043954, -1.2892109 ], dtype=float32), array([0.54909104, 0.3777156 , 0.07319333], dtype=float32), 84.75897, array(85., dtype=float32), 0.24102783]
[None, array([90., 80., 70.], dtype=float32), array([ 0.79558367,  0.49997547, -1.1085889 ], dtype=float32), array([0.5922314 , 0.33858442, 0.06918424], dtype=float32), 85.23048, array(85., dtype=float32), 0.23047638]
[None, array([90., 80., 70.], dtype=float32), array([ 0.9769573 ,  0.33253992, -1.3028657 ], dtype=float32), array([0.5503652 , 0.37760475, 0.07203006], dtype=float32), 84.783356, array(85., dtype=float32), 0.21664429]
[None, array([90., 80., 70.], dtype=float32), array([ 0.80042195,  0.5020611 , -1.1223614 ], dtype=float32), array([0.59350896, 0.33843055, 0.06806054], dtype=float32), 85.254486, array(85., dtype=float32), 0.25448608]
[None, array([90., 80., 70.], dtype=float32), array([ 0.98176056,  0.3343944 , -1.3166109 ], dtype=float32), array([0.55170816, 0.3774105 , 0.07088141], dtype=float32), 84.80827, array(85., dtype=float32), 0.19172668]
